,experiencia_anos,Masculino,Feminino
0,0.0,4.384328358208956,5.679513184584178
1,0.5,13.619402985074627,18.45841784989858
2,1.5,16.6044776119403,17.647058823529413
3,2.5,18.88992537313433,16.63286004056795
4,4.5,14.832089552238806,14.198782961460447
5,8.0,10.960820895522389,8.316430020283976
6,12.0,10.44776119402985,7.505070993914807
